1.157458430121315884e-01,7.724480073290110327e-02,1.327905956686344646e-01,6.356824311917884385e-02,1.208407482883559203e-01
2.258704010650065264e-01,4.157055270891997778e-01,3.426003964591968765e-01,4.230650897707883829e-01,3.046821483469838721e-01
9.995717371218874048e-01,9.998515160178331751e-01,1.101618109840054628e-02,1.880174128211726733e-02,2.640691574408457823e-02
1.751175416266938234e-02,9.995717371218874048e-01,9.995323282505356177e-01,2.848623873381025615e-02,3.155354336120316100e-02
3.418530064021481352e-02,9.998515160178331751e-01,9.995323282505356177e-01,1.055366962159928063e-02,1.423006019598815897e-02
4.230650897707883829e-01,2.225876679574379791e-01,3.964523674180854274e-01,3.426332233024279583e-01,2.867330720792415910e-01
3.046821483469838721e-01,2.385861644895054534e-01,1.899224879925562326e-01,1.666681148515698763e-01,3.964523674180854274e-01
3.426003964591968765e-01,2.089238064254257954e-01,1.552324541114982193e-01,2.385861644895054534e-01,3.426332233024279583e-01
1.362278233209703315e-01,2.676733453776108385e-01,1.256591434543403718e-01,1.791669069234739509e-01,1.468156047734862357e-01
5.401170166098967496e-01,3.229291622151997943e-01,5.788940295047347862e-01,5.976287201040025865e-01,4.713826214423585403e-01
1.379358522969293954e-01,1.258904865749305990e-01,1.842537239557874018e-01,1.140361296030845545e-01,1.245777422607354523e-01
7.865136999046533350e-02,6.764139555242726365e-02,6.571478354925475163e-02,2.456516059877718872e-01,1.245777422607354523e-01
1.327905956686344646e-01,2.090700760557329674e-01,1.468156047734862357e-01,1.049729386444153562e-01,5.993837724655264321e-01
1.800323594454271703e-01,1.264557190023926914e-01,7.360305905476868804e-02,7.746505220376578293e-01,8.906008167551865418e-02
6.703633797500384295e-02,1.010277283768788170e-01,9.212598228258092603e-02,8.127074386507647519e-02,1.956461723385009566e-01
1.615027823432086951e-01,1.301742097978627610e-01,1.666681148515698763e-01,7.497371213874231000e-01,1.379358522969293954e-01
1.928477132599629718e-01,7.406462647567781110e-02,7.991800127429028733e-02,8.366182756593840697e-01,8.110725302536540837e-02
1.128287981027933096e-01,9.913790003978584231e-02,8.163523443693235238e-02,7.548567534226330311e-02,5.031592713167043485e-02
4.263499423448802866e-02,4.112607915558516569e-01,5.904677005659667577e-01,9.405286635291771891e-01,7.749996002364979708e-02
1.128287981027933096e-01,9.405286635291771891e-01,7.512455129888001570e-02,3.843173818974930933e-01,5.456856251685646697e-01
4.114934992051529905e-01,6.586617604790133418e-02,3.530989418812888747e-01,1.722419885567039455e-01,7.728068034399689090e-02
1.208407482883559203e-01,1.587268218603227199e-01,5.633527023635613862e-01,9.265785749198039711e-02,2.269983938246698252e-01
4.076765872222259390e-01,4.114934992051529905e-01,5.633527023635613862e-01,4.273080611372684912e-01,2.959628035566538307e-01
1.587268218603227199e-01,4.076765872222259390e-01,4.515686904659675927e-01,1.811547218485167199e-01,3.530989418812888747e-01
5.904677005659667577e-01,1.973779456842041646e-01,8.118643951010857673e-01,5.456856251685646697e-01,1.867540228859614349e-01
4.360972258954590175e-01,8.118643951010857673e-01,4.273080611372684912e-01,4.515686904659675927e-01,4.112607915558516569e-01
8.063890214618066321e-02,5.689247901896005849e-02,8.189071252672892598e-01,4.804759455399331691e-01,9.991558403184484793e-02
8.534802286627791723e-01,1.867540228859614349e-01,1.832285281904295349e-01,4.804759455399331691e-01,1.301871491918423773e-01
8.534802286627791723e-01,1.604167105089250589e-01,8.699128448743681519e-02,1.685813185504421163e-01,8.189071252672892598e-01
1.005035991988389825e-02,1.212915290399217173e-02,2.396620143669618563e-02,3.038545276871842601e-02,1.878669865367829303e-02
1.543014938863291989e-02,1.329574014859294384e-02,1.158356747893254587e-02,1.139520823683452463e-02,1.744393840356642592e-02
1.207257959369288473e-02,1.725356257220625467e-02,9.807985462176611186e-03,1.325375948010206612e-02,9.767358642791027293e-03
1.928195788461229895e-02,1.553257023684007261e-02,1.032000789431184069e-02,8.494053561903984820e-03,8.961966648633998972e-03
1.420645469111410375e-02,1.940522527430894179e-02,1.344561259578478524e-02,1.636844911109249998e-02,2.049399021618485833e-02
